image_id,image_name,coco_supercategs,coco_categs,coco_areas,coco_captions
113449,113449.jpg,"['person', 'person', 'person', 'person', 'person', 'person', 'sports', 'sports', 'sports', 'sports', 'person', 'sports']","['person', 'person', 'person', 'person', 'person', 'person', 'surfboard', 'surfboard', 'surfboard', 'surfboard', 'person', 'surfboard']","[7040.220650000004, 3592.9611999999997, 2655.476150000001, 1552.7884499999996, 4469.123350000001, 10553.948650000004, 4465.934299999998, 887.6586500000008, 822.6136000000007, 1318.4415499999986, 2395.625, 1512.9038000000003]","['A group of people on wet suits sitting on surfboards in the ocean.', 'A group of men are gathered on surfboards in water.', 'A group of people riding boars on top of the ocean.', 'People are there recognizing and having a huge amount of fun of their life. \n', 'A group of surfers on their surfboards in the water.']"
113593,113593.jpg,"['animal', 'animal', 'vehicle', 'indoor']","['dog', 'dog', 'boat', 'clock']","[13338.990900000003, 6317.3589, 294626.69675, 268.8352500000001]","['Two dogs that are sitting on a boat.', 'Dogs sitting on the deck of a sail boat.', 'Two dogs on a white boat with wood trim.', 'two white dogs on a ship gazing at', 'Two dogs are seen sitting on top of a boat.']"
114035,114035.jpg,"['appliance', 'person', 'appliance', 'indoor']","['refrigerator', 'person', 'sink', 'clock']","[44301.404149999995, 56167.8888, 2485.554900000001, 317.0633999999999]","['A woman standing in a kitchen wearing a white outfit.', 'A woman stands in front of an open refrigerator ', 'A woman is standing by an open refrigerator.', 'The woman smiles while posing with the refrigerator door open. ', 'A woman in white workout clothing in a kitchen. ']"
114077,114077.jpg,"['indoor', 'indoor']","['clock', 'clock']","[857.7156999999986, 132.0419499999999]","['a tower with a clock is on top if a building', 'there is a very large building that has a clock at the top of it', 'A large building with two large clock towers sticking out of it.', 'A building with two towers along a canal.', 'A river runs by a large office building with two clock towers.']"
114274,114274.jpg,['outdoor'],['bench'],[143871.54595],"['A bench is in front of a flower bed. ', 'Green park bench near green  space on sidewalk on sunny day.', 'A bench with the metal painted green, in a park in front of a hedge.', 'A bench near bushes and flowers on a sunny day. ', 'An empty metal and wooden park bench near some grass.']"
114822,114822.jpg,"['person', 'sports']","['person', 'skis']","[6377.9789500000015, 1665.468350000001]","['A person that is about to ski in the snow.', 'A woman is cross country skiing on a path.', 'The cross country skier is standing in the snow.', 'A woman wearing skis poses for the camera.', 'a person on skis holding ski poles smiles at the camera']"
115637,115637.jpg,['outdoor'],['bench'],[929.3995],"['A lake sitting next to a lush green forest.', 'A bench sitting behind a fence overlooking a body of water.', 'A pond is shown with plants growing in it.', 'Lone park bench amongst trees on shore of lake.', 'A bunch of trees in the dirt near water.']"
115649,115649.jpg,"['kitchen', 'food']","['knife', 'cake']","[1294.8369500000015, 44027.69734999998]","['A large triple layer cake on top of a white table.', 'A three tier cake topped with a floral arrangment surrounded by colorful  leaves.', 'A three tiered, white wedding cake on a table with a knife.', 'wedding cake is on a table surrounded by leaves', 'A wedding cake is white and dark blue.']"
115967,115967.jpg,"['vehicle', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'vehicle', 'vehicle', 'vehicle', 'outdoor', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'outdoor', 'vehicle', 'outdoor']","['car', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'car', 'car', 'truck', 'traffic light', 'car', 'car', 'car', 'car', 'truck', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'traffic light', 'car', 'traffic light']","[18280.28195, 330.83134999999965, 316.8262, 375.8064, 91.95745000000034, 42.23105000000001, 226.62570000000022, 128.7087000000001, 33.587500000000276, 421.34780000000035, 209.6212999999996, 1450.2545500000006, 46.99565000000016, 210.2626000000001, 98.14459999999991, 50.76780000000003, 48.78574999999992, 57.01080000000002, 16.246899999999766, 43.94240000000027, 181.96800000000053, 56.686699999999554, 32.31585000000022, 32.44125000000001, 1907]","['Jeep driving down the street with no traffic around it towards the green light', 'A car drives down a gloomy street toward a tunnel.', 'A city street with a green traffic light signal and traffic.', 'a road with many traffic lights and cars driving', 'A street covered in lots of traffic signals next to tall buildings.']"
116588,116588.jpg,"['furniture', 'furniture', 'furniture', 'furniture', 'furniture', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'appliance', 'kitchen', 'kitchen', 'kitchen', 'food', 'food', 'food', 'appliance', 'kitchen', 'food', 'appliance', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'food', 'furniture', 'appliance', 'appliance', 'kitchen', 'kitchen']","['potted plant', 'chair', 'chair', 'chair', 'dining table', 'bottle', 'bottle', 'bottle', 'bottle', 'bottle', 'bottle', 'bottle', 'refrigerator', 'bottle', 'cup', 'bowl', 'orange', 'orange', 'orange', 'microwave', 'bottle', 'orange', 'sink', 'bottle', 'bottle', 'cup', 'spoon', 'banana', 'chair', 'oven', 'oven', 'cup', 'cup']","[7630.341849999998, 5444.588300000003, 5081.202949999999, 8600.41985, 49389.84199999999, 404.12844999999976, 1190.1202999999991, 88.11795000000022, 92.09769999999995, 109.52165000000043, 207.04879999999955, 149.23069999999973, 10742.221649999996, 155.1952999999999, 143.42364999999995, 748.54095, 96.88954999999982, 91.24879999999996, 80.78005000000012, 2441.6748, 59.18674999999996, 28.212699999999916, 93.9686500000002, 596.3888000000005, 195.16634999999977, 41.20564999999986, 14.861900000000112, 72.75045000000011, 3094.195849999998, 737.2820999999991, 6403.35115, 28.134949999999918, 218.59614999999994]","['A wooden kitchen table with three wooden chairs.', 'A large modern kitchen with wood floors, granite countertops, and brown cabinets.', 'A open style kitchen with a dining table and chairs. ', 'A kitchen has a table, wood cabinets, and a bowl of fruit on an island.', 'a kitchen with a table and a line of cabinets ']"
116603,116603.jpg,"['food', 'food', 'kitchen']","['orange', 'orange', 'knife']","[51717.44509999999, 44363.296800000004, 35405.667349999996]","['two halves of an orange and a knife ', 'A citrus fruit sliced in half on a plate.', 'An up close picture of a tangerine that has been cut open.', 'An orange that had been cut in half laying by a knife.', 'a close up of an orange sliced in half ']"
119550,119550.jpg,"['furniture', 'indoor']","['potted plant', 'vase']","[159446.82585, 44504.23745]","['A vase filled with an orange reddish flower.', 'A vase with a beautiful flower inside of it', 'a blue vase with a very nice flowers', 'A planter box filled with an exotic flower arrangement.', 'A flat vase holding a flower near a window sill.']"
119669,119669.jpg,"['animal', 'animal', 'animal', 'animal', 'animal', 'animal', 'animal']","['horse', 'horse', 'cow', 'cow', 'cow', 'cow', 'cow']","[511.6366500000001, 552.9424999999995, 8720.853900000004, 9982.297849999997, 13628.694049999996, 2826.0368000000003, 1822.3435500000003]","['A herd of cattle standing on top of a green field.', 'a bunch of cows sit next to a small creek ', 'A few cattle drink from a mossy pond. ', 'A group of cows that are standing in the grass.', 'A small herd of cows near a water bank.']"
120655,120655.jpg,"['person', 'person', 'sports', 'sports']","['person', 'person', 'skis', 'snowboard']","[2120.6254999999996, 2507.344750000001, 139.56965000000082, 134.27874999999992]","['Two people snow boarding down a ski slope.', 'Two people skiing in front of a ski lift.', 'Snow boarders near a ski lift, on snowy slopes.', 'Two snowboarders making their way down a mountain slope.', 'two people on snowboards traveling down a snowy mountain']"
120987,120987.jpg,"['animal', 'animal']","['giraffe', 'giraffe']","[8181.926850000002, 7071.261]","['Two giraffes that are standing in the grass.', 'Two giraffes are standing with their necks intertwined.', 'two girraffe standing in an open field with their necks crossed', 'two giraffes appear to be hugging in a field.', 'Two giraffes are standing together in the field.']"
122776,122776.jpg,['vehicle'],['train'],[38532.91629999999],"['A yellow and gray train parked at a train station.', 'The long train is going by here now.', 'Blue and yellow train sitting at station on tracks.', 'a yellow and blue train travelling along train tracks', 'A yellow and white train pulling into a train station.']"
122811,122811.jpg,"['vehicle', 'vehicle']","['train', 'train']","[23128.7556, 31658.11085]","['Two trains traveling side by side down the tracks', 'The two trains are moving in opposite directions on the tracks.', 'Two trains on parallel tracks running through grass.', 'Two freight trains next to each other on the tracks', 'Two trains sitting side by side on the tracks.']"
122923,122923.jpg,['vehicle'],['boat'],[91702.46829999998],"['A large steel boat floating on top of water.', 'A strange looking structure sitting in shallow water.', 'An edifice docked in a body of water outside of a city.', 'A small boat tied to a dock in muddy water.', 'Part of a ship sits in the shallow end of the bay next to a city.  ']"
122964,122964.jpg,"['appliance', 'appliance', 'kitchen', 'kitchen', 'kitchen', 'kitchen', 'kitchen']","['microwave', 'sink', 'wine glass', 'wine glass', 'wine glass', 'wine glass', 'wine glass']","[2069.972000000001, 4229.003149999999, 224.0098999999998, 289.45265000000046, 146.30425000000008, 215.80540000000033, 358.0290000000005]","['A kitchen counter with a sink in the middle of it.', 'A kitchen with a sink, microwave and counter.', 'Modern kitchen with white counter tops and dark wood cabinets.', 'AN ALL WHITE BLACK AND KITCHEN WITH SILVER DRESSER KNOBS ', 'A full view of a kitchen with a sink and a counter. ']"
123692,123692.jpg,"['person', 'person', 'sports', 'sports', 'outdoor', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","['person', 'person', 'baseball bat', 'baseball glove', 'bench', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person', 'person']","[11872.945049999995, 1566.2535999999977, 625.5121999999996, 1148.3653000000002, 413.8519999999995, 331.8959000000001, 2148.2491999999997, 1347.3704500000008, 1092.9823999999994, 316.3466500000002, 189.74985000000004, 385.5979499999997, 239.61120000000005, 17217.260049999997, 691.5597000000001]","['there is a baseball game on and a player is preparing to run', 'A baseball game with a batter in a swinging motion and taking a stride away from home plate.', 'A catcher and batter at the plate in a baseball game ', 'A man with a baseball bat that is standing in the dirt.', 'A young man tossing a bat while standing on a baseball field.']"
123891,123891.jpg,['animal'],['bear'],[1946.1246999999996],"['A large bear walking across a grass covered hillside.', 'Distant view of a bear crossing a grassy slope.', 'A black bear walks across a green field', 'A brown bear is walking on a grassy hill.', 'A lone bear walking up a grassy hillside.']"
124711,124711.jpg,"['food', 'kitchen', 'kitchen', 'kitchen', 'food', 'furniture']","['sandwich', 'cup', 'knife', 'bowl', 'sandwich', 'dining table']","[62197.96265, 6926.808650000001, 2048.18825, 7713.249450000001, 25764.656, 31178.807749999996]","['A white plate topped with fries and cut in half sandwich.', 'A meal of a large sandwich and french fries.', 'A sandwich and fries are sitting on a plate.', 'Sandwich and fries with ketchup and a drink on the side.', 'some meat on sticks and some French fries and a drink and some ketchup']"
124747,124747.jpg,"['vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle', 'vehicle']","['boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat', 'boat']","[5112.312249999996, 1390.0380000000016, 4333.4499, 2466.486399999999, 2139.778649999997, 916.9539999999989, 3789.8717000000015, 2979.8106000000002, 91.5383500000001, 1465.9709000000003]","['a dock with many boats docked and also a black raft boat', 'Boats are floating in the clear cold water', 'There are several boats docked at the dock.', 'A crowded pier with multiple boats parked together.', 'A group of boats parked in a marina in a large body of water.']"
125042,125042.jpg,"['furniture', 'indoor']","['bed', 'book']","[210823.6482, 63533.72209999999]","['A green and white book sits on a bed.', 'A book on finance sitting on a bed.', 'The book, ""International Money and Finance"", sitting on top of someone\'s bed.', 'A finance textbook sits on a bed with a desk in the background. ', 'An international money and finance book sitting on a bed.']"
125586,125586.jpg,"['animal', 'animal', 'animal']","['zebra', 'zebra', 'zebra']","[5824.725299999997, 4076.132550000002, 3855.9168500000014]","['some zebras standing next to each other and eating some grass ', 'There are three zebras out in a field eating.', 'Three zebras in a grassy open area near a forest.', 'A herd of zebra standing on top of a green field.', 'A group of zebras that are standing in the grass.']"
125703,125703.jpg,"['animal', 'person']","['elephant', 'person']","[62934.616050000004, 43901.13714999999]","['African man holding out hand to baby elephant', 'A man is holding the trunk of a small elephant.', 'A man holding the trunk of a baby elephant.', 'The man holds his hand to the trunk of a young elephant.', 'A man petting a baby elephant on its trunk ']"
